2 , 2 , map-by-core , 128 x 128 , 0.000248909 , 0.000280857 , 0.000166893 , 0.000416994 ,  
2 , 2 , map-by-core , 128 x 128 , 0.000250101 , 0.000281096 , 0.000169039 , 0.000420094 ,  
2 , 2 , map-by-core , 2048 x 2048 , 0.00953698 , 0.00957108 , 0.01561 , 0.0251498 ,  
2 , 4 , map-by-core , 2048 x 2048 , 0.00988293 , 0.00993299 , 0.013747 , 0.023632 ,  
2 , 4 , map-by-core , 2048 x 2048 , 0.00908089 , 3.40939e-05 , 0.0131149 , 0.0222321 ,  
2 , 4 , map-by-core , 2048 x 2048 , 0.012305 , 0.012337 , 0.0110991 , 0.023406 ,  
2 , 4 , map-by-core , 2048 x 2048 , 0.0129359 , 0.01297 , 0.0101261 , 0.023066 ,  
2 , 4 , map-by-core , 2048 x 2048 , 0.012152 , 0.0121861 , 0.011014 , 0.0231681 ,  
