1,1,mapped-by-core-mpi-openmp,4096 x 4096,0.04087,4.05312e-06,0.071697,0.112572
1,2,mapped-by-core-mpi-openmp,4096 x 4096,0.0365579,4.05312e-06,0.055923,0.0924881
1,3,mapped-by-core-mpi-openmp,4096 x 4096,0.0337529,4.05312e-06,0.0497179,0.0834782
1,4,mapped-by-core-mpi-openmp,4096 x 4096,0.033608,4.05312e-06,0.0499158,0.0835311
1,5,mapped-by-core-mpi-openmp,4096 x 4096,0.036854,4.05312e-06,0.052635,0.0894969
1,6,mapped-by-core-mpi-openmp,4096 x 4096,0.0361481,3.09944e-06,0.0586429,0.0947969
1,7,mapped-by-core-mpi-openmp,4096 x 4096,0.0337431,3.8147e-06,0.061583,0.0953319
1,8,mapped-by-core-mpi-openmp,4096 x 4096,0.034045,3.8147e-06,0.0623741,0.096426
2,1,mapped-by-core-mpi-openmp,4096 x 4096,0.0356078,3.71933e-05,0.052289,0.0879352
2,2,mapped-by-core-mpi-openmp,4096 x 4096,0.0333459,3.79086e-05,0.0443871,0.0777731
2,3,mapped-by-core-mpi-openmp,4096 x 4096,0.0343699,3.8147e-05,0.0472219,0.0816319
2,4,mapped-by-core-mpi-openmp,4096 x 4096,0.0342009,5.10216e-05,0.0487399,0.0829928
2,5,mapped-by-core-mpi-openmp,4096 x 4096,0.0431881,5.10216e-05,0.078795,0.122037
2,6,mapped-by-core-mpi-openmp,4096 x 4096,0.0422359,5.10216e-05,0.0700469,0.112335
2,7,mapped-by-core-mpi-openmp,4096 x 4096,0.0606198,6.50883e-05,0.13989,0.200578
2,8,mapped-by-core-mpi-openmp,4096 x 4096,0.100603,0.00027895,0.10542,0.206304
3,1,mapped-by-core-mpi-openmp,4096 x 4096,0.0344379,4.31538e-05,0.0462968,0.0807798
3,2,mapped-by-core-mpi-openmp,4096 x 4096,0.0353179,5.50747e-05,0.0478411,0.0832171
3,3,mapped-by-core-mpi-openmp,4096 x 4096,0.040868,5.79357e-05,0.0493,0.0902269
3,4,mapped-by-core-mpi-openmp,4096 x 4096,0.0447881,5.98431e-05,0.08654,0.131392
3,5,mapped-by-core-mpi-openmp,4096 x 4096,0.0517199,6.60419e-05,0.176698,0.228487
