33 , 1 , mapped-by-core , 2048 x 2048 , 0.034934 , 9.39369e-05 , 0.0349109 , 0.069943
11 , 19 , mapped-by-core , 2048 x 2048 , 0.175786 , 2.59876e-05 , 0.00699282 , 0.182807
39 , 16 , mapped-by-core , 2048 x 2048 , 0.446571 , 8.89301e-05 , 0.181962 , 0.628625
11 , 20 , mapped-by-core , 2048 x 2048 , 0.00939202 , 2.40803e-05 , 0.00654793 , 0.0159659
11 , 21 , mapped-by-core , 2048 x 2048 , 0.00894308 , 2.5034e-05 , 0.00687885 , 0.0158508
39 , 17 , mapped-by-core , 2048 x 2048 , 0.171889 , 9.32217e-05 , 0.286194 , 0.458179
11 , 22 , mapped-by-core , 2048 x 2048 , 0.010196 , 2.40803e-05 , 0.00655413 , 0.0167761
11 , 23 , mapped-by-core , 2048 x 2048 , 0.010257 , 2.59876e-05 , 0.00651217 , 0.016798
39 , 18 , mapped-by-core , 2048 x 2048 , 0.19486 , 9.60827e-05 , 0.149307 , 0.344269
11 , 24 , mapped-by-core , 2048 x 2048 , 0.010457 , 2.59876e-05 , 0.00715399 , 0.0176401
11 , 25 , mapped-by-core , 2048 x 2048 , 0.00898099 , 2.5034e-05 , 0.00690889 , 0.0159159
39 , 19 , mapped-by-core , 2048 x 2048 , 0.214253 , 8.10623e-05 , 0.181527 , 0.395864
11 , 26 , mapped-by-core , 2048 x 2048 , 0.17691 , 2.81334e-05 , 0.00689483 , 0.183836
39 , 20 , mapped-by-core , 2048 x 2048 , 0.206438 , 8.98838e-05 , 0.18438 , 0.390913
11 , 27 , mapped-by-core , 2048 x 2048 , 0.009835 , 2.5034e-05 , 0.00689697 , 0.0167589
11 , 28 , mapped-by-core , 2048 x 2048 , 0.0103331 , 2.59876e-05 , 0.00652003 , 0.0168819
39 , 21 , mapped-by-core , 2048 x 2048 , 0.378365 , 9.10759e-05 , 0.199871 , 0.578331
11 , 29 , mapped-by-core , 2048 x 2048 , 0.010277 , 2.59876e-05 , 0.00704598 , 0.0173519
11 , 30 , mapped-by-core , 2048 x 2048 , 0.010577 , 2.5034e-05 , 0.00688291 , 0.0174868
11 , 31 , mapped-by-core , 2048 x 2048 , 0.0106039 , 2.5034e-05 , 0.00670195 , 0.017333
39 , 22 , mapped-by-core , 2048 x 2048 , 0.331092 , 8.4877e-05 , 0.212044 , 0.543223
11 , 32 , mapped-by-core , 2048 x 2048 , 0.01038 , 2.59876e-05 , 0.00686407 , 0.017272
39 , 23 , mapped-by-core , 2048 x 2048 , 0.225528 , 9.20296e-05 , 0.21194 , 0.437564
11 , 1 , mapped-by-core , 2048 x 2048 , 0.00941396 , 2.40803e-05 , 0.00649786 , 0.01594
11 , 2 , mapped-by-core , 2048 x 2048 , 0.00916409 , 3.00407e-05 , 0.00643396 , 0.0156319
39 , 24 , mapped-by-core , 2048 x 2048 , 0.231576 , 8.60691e-05 , 0.235836 , 0.467502
11 , 3 , mapped-by-core , 2048 x 2048 , 0.00866914 , 2.5034e-05 , 0.00631285 , 0.0150099
11 , 4 , mapped-by-core , 2048 x 2048 , 0.00883293 , 2.40803e-05 , 0.00648499 , 0.0153461
39 , 25 , mapped-by-core , 2048 x 2048 , 0.257958 , 8.60691e-05 , 0.214392 , 0.47244
11 , 5 , mapped-by-core , 2048 x 2048 , 0.00812817 , 2.38419e-05 , 0.00644612 , 0.0146
11 , 6 , mapped-by-core , 2048 x 2048 , 0.009197 , 2.38419e-05 , 0.00643015 , 0.0156541
39 , 26 , mapped-by-core , 2048 x 2048 , 0.258106 , 9.01222e-05 , 0.223573 , 0.481775
11 , 7 , mapped-by-core , 2048 x 2048 , 0.00843215 , 2.5034e-05 , 0.006809 , 0.0152681
11 , 8 , mapped-by-core , 2048 x 2048 , 0.00910687 , 2.5034e-05 , 0.00637507 , 0.0155091
39 , 27 , mapped-by-core , 2048 x 2048 , 0.283148 , 7.60555e-05 , 0.259231 , 0.542459
11 , 9 , mapped-by-core , 2048 x 2048 , 0.00982594 , 2.5034e-05 , 0.00645208 , 0.0163069
11 , 10 , mapped-by-core , 2048 x 2048 , 0.00941801 , 2.69413e-05 , 0.00672102 , 0.01617
11 , 11 , mapped-by-core , 2048 x 2048 , 0.00924087 , 2.5034e-05 , 0.0064981 , 0.0157661
39 , 28 , mapped-by-core , 2048 x 2048 , 0.48329 , 9.89437e-05 , 0.221872 , 0.705265
11 , 12 , mapped-by-core , 2048 x 2048 , 0.00945616 , 2.38419e-05 , 0.006706 , 0.0161901
11 , 13 , mapped-by-core , 2048 x 2048 , 0.009655 , 2.47955e-05 , 0.00648403 , 0.016166
39 , 29 , mapped-by-core , 2048 x 2048 , 0.307351 , 7.89165e-05 , 0.250085 , 0.557519
11 , 14 , mapped-by-core , 2048 x 2048 , 0.010006 , 2.5034e-05 , 0.006464 , 0.0164971
11 , 15 , mapped-by-core , 2048 x 2048 , 0.173837 , 2.40803e-05 , 0.00684595 , 0.18071
39 , 30 , mapped-by-core , 2048 x 2048 , 0.282007 , 9.29832e-05 , 0.236192 , 0.518296
11 , 16 , mapped-by-core , 2048 x 2048 , 0.00921488 , 2.5034e-05 , 0.00688195 , 0.016124
11 , 17 , mapped-by-core , 2048 x 2048 , 0.00904894 , 2.5034e-05 , 0.00685883 , 0.0159349
39 , 31 , mapped-by-core , 2048 x 2048 , 0.311131 , 9.08375e-05 , 0.220622 , 0.531848
11 , 18 , mapped-by-core , 2048 x 2048 , 0.0094862 , 2.47955e-05 , 0.00683403 , 0.0163479
11 , 19 , mapped-by-core , 2048 x 2048 , 0.00993681 , 2.40803e-05 , 0.0065701 , 0.0165341
39 , 32 , mapped-by-core , 2048 x 2048 , 0.300558 , 9.799e-05 , 0.380278 , 0.680937
11 , 20 , mapped-by-core , 2048 x 2048 , 0.0101559 , 2.40803e-05 , 0.00678587 , 0.0169699
39 , 1 , mapped-by-core , 2048 x 2048 , 0.0509131 , 8.89301e-05 , 0.046519 , 0.0975249
11 , 21 , mapped-by-core , 2048 x 2048 , 0.0106199 , 2.5034e-05 , 0.00654292 , 0.0171909
11 , 22 , mapped-by-core , 2048 x 2048 , 0.0108802 , 2.47955e-05 , 0.00656009 , 0.0174689
39 , 2 , mapped-by-core , 2048 x 2048 , 0.0761871 , 9.20296e-05 , 0.106161 , 0.182446
11 , 23 , mapped-by-core , 2048 x 2048 , 0.00960016 , 2.38419e-05 , 0.00694108 , 0.016567
11 , 24 , mapped-by-core , 2048 x 2048 , 0.00967002 , 2.5034e-05 , 0.00717282 , 0.016871
39 , 3 , mapped-by-core , 2048 x 2048 , 0.0817301 , 7.89165e-05 , 0.105597 , 0.187411
11 , 25 , mapped-by-core , 2048 x 2048 , 0.00998998 , 2.40803e-05 , 0.0065341 , 0.016551
39 , 4 , mapped-by-core , 2048 x 2048 , 0.161696 , 8.29697e-05 , 0.115099 , 0.276882
11 , 26 , mapped-by-core , 2048 x 2048 , 0.00934601 , 2.6226e-05 , 0.00681591 , 0.0161901
11 , 27 , mapped-by-core , 2048 x 2048 , 0.00968194 , 2.6226e-05 , 0.00654793 , 0.016258
39 , 5 , mapped-by-core , 2048 x 2048 , 0.093956 , 8.98838e-05 , 0.240026 , 0.334075
11 , 28 , mapped-by-core , 2048 x 2048 , 0.00958705 , 2.5034e-05 , 0.00711393 , 0.0167291
11 , 29 , mapped-by-core , 2048 x 2048 , 0.00982714 , 2.5034e-05 , 0.00691104 , 0.016767
39 , 6 , mapped-by-core , 2048 x 2048 , 0.0863011 , 0.016145 , 0.0593669 , 0.161817
11 , 30 , mapped-by-core , 2048 x 2048 , 0.009799 , 2.5034e-05 , 0.00703907 , 0.0168662
39 , 7 , mapped-by-core , 2048 x 2048 , 0.125187 , 8.39233e-05 , 0.137552 , 0.262827
11 , 31 , mapped-by-core , 2048 x 2048 , 0.0102742 , 2.59876e-05 , 0.00696802 , 0.017272
39 , 8 , mapped-by-core , 2048 x 2048 , 0.168512 , 8.01086e-05 , 0.103089 , 0.271684
11 , 32 , mapped-by-core , 2048 x 2048 , 0.00949597 , 2.5034e-05 , 0.00695896 , 0.0164831
11 , 1 , mapped-by-core , 2048 x 2048 , 0.00839615 , 2.38419e-05 , 0.00651598 , 0.0149379
11 , 2 , mapped-by-core , 2048 x 2048 , 0.00840902 , 3.00407e-05 , 0.00678992 , 0.0152321
39 , 9 , mapped-by-core , 2048 x 2048 , 0.410667 , 9.39369e-05 , 0.106828 , 0.517594
11 , 3 , mapped-by-core , 2048 x 2048 , 0.00945497 , 2.31266e-05 , 0.00654483 , 0.016026
39 , 10 , mapped-by-core , 2048 x 2048 , 0.14976 , 8.79765e-05 , 0.108925 , 0.258776
11 , 4 , mapped-by-core , 2048 x 2048 , 0.173974 , 2.38419e-05 , 0.00647402 , 0.180475
11 , 5 , mapped-by-core , 2048 x 2048 , 0.0084362 , 2.38419e-05 , 0.00678015 , 0.0152421
39 , 11 , mapped-by-core , 2048 x 2048 , 0.151358 , 8.51154e-05 , 0.222101 , 0.373549
11 , 6 , mapped-by-core , 2048 x 2048 , 0.00941706 , 2.5034e-05 , 0.00641799 , 0.0158639
39 , 12 , mapped-by-core , 2048 x 2048 , 0.141781 , 9.91821e-05 , 0.116025 , 0.257908
11 , 7 , mapped-by-core , 2048 x 2048 , 0.00932693 , 2.40803e-05 , 0.00645995 , 0.0158141
11 , 8 , mapped-by-core , 2048 x 2048 , 0.009238 , 2.90871e-05 , 0.00656486 , 0.0158348
39 , 13 , mapped-by-core , 2048 x 2048 , 0.122355 , 9.32217e-05 , 0.14636 , 0.268814
11 , 9 , mapped-by-core , 2048 x 2048 , 0.00903916 , 2.69413e-05 , 0.00643015 , 0.0154991
11 , 10 , mapped-by-core , 2048 x 2048 , 0.00983 , 2.38419e-05 , 0.00675797 , 0.0166161
39 , 14 , mapped-by-core , 2048 x 2048 , 0.155931 , 8.29697e-05 , 0.142704 , 0.298722
11 , 11 , mapped-by-core , 2048 x 2048 , 0.0127668 , 2.5034e-05 , 0.00699401 , 0.0197899
39 , 15 , mapped-by-core , 2048 x 2048 , 0.183455 , 8.58307e-05 , 0.144 , 0.327544
11 , 12 , mapped-by-core , 2048 x 2048 , 0.00889516 , 2.38419e-05 , 0.00680017 , 0.015722
11 , 13 , mapped-by-core , 2048 x 2048 , 0.00999784 , 2.5034e-05 , 0.00673604 , 0.016762
39 , 16 , mapped-by-core , 2048 x 2048 , 0.154698 , 9.10759e-05 , 0.16415 , 0.318946
11 , 14 , mapped-by-core , 2048 x 2048 , 0.0101991 , 2.38419e-05 , 0.00675607 , 0.0169821
39 , 17 , mapped-by-core , 2048 x 2048 , 0.168825 , 0.00241208 , 0.174067 , 0.345309
11 , 15 , mapped-by-core , 2048 x 2048 , 0.00940704 , 3.00407e-05 , 0.00653386 , 0.0159729
11 , 16 , mapped-by-core , 2048 x 2048 , 0.010113 , 3.69549e-05 , 0.00681591 , 0.016969
39 , 18 , mapped-by-core , 2048 x 2048 , 0.180407 , 8.41618e-05 , 0.181815 , 0.36231
11 , 17 , mapped-by-core , 2048 x 2048 , 0.00985694 , 2.40803e-05 , 0.00652599 , 0.0164099
11 , 18 , mapped-by-core , 2048 x 2048 , 0.00972795 , 2.5034e-05 , 0.00687003 , 0.0166252
39 , 19 , mapped-by-core , 2048 x 2048 , 0.215935 , 7.98702e-05 , 0.17272 , 0.388739
11 , 19 , mapped-by-core , 2048 x 2048 , 0.00947618 , 2.38419e-05 , 0.0071218 , 0.0166249
11 , 20 , mapped-by-core , 2048 x 2048 , 0.00954103 , 2.40803e-05 , 0.00654197 , 0.0161099
39 , 20 , mapped-by-core , 2048 x 2048 , 0.3977 , 8.60691e-05 , 0.172867 , 0.570656
11 , 21 , mapped-by-core , 2048 x 2048 , 0.00950098 , 2.40803e-05 , 0.00679684 , 0.016324
39 , 21 , mapped-by-core , 2048 x 2048 , 0.219075 , 7.39098e-05 , 0.193177 , 0.412329
11 , 22 , mapped-by-core , 2048 x 2048 , 0.0094161 , 2.5034e-05 , 0.00653291 , 0.0159769
11 , 23 , mapped-by-core , 2048 x 2048 , 0.010339 , 2.59876e-05 , 0.00721097 , 0.0175779
39 , 22 , mapped-by-core , 2048 x 2048 , 0.230548 , 9.10759e-05 , 0.212988 , 0.44363
11 , 24 , mapped-by-core , 2048 x 2048 , 0.010329 , 2.59876e-05 , 0.0065999 , 0.016958
11 , 25 , mapped-by-core , 2048 x 2048 , 0.00994086 , 2.69413e-05 , 0.00693011 , 0.016901
39 , 23 , mapped-by-core , 2048 x 2048 , 0.21617 , 8.2016e-05 , 0.169931 , 0.386188
11 , 26 , mapped-by-core , 2048 x 2048 , 0.00963902 , 2.5034e-05 , 0.00658894 , 0.0162568
11 , 27 , mapped-by-core , 2048 x 2048 , 0.009583 , 2.5034e-05 , 0.00685287 , 0.016464
39 , 24 , mapped-by-core , 2048 x 2048 , 0.492003 , 0.0116911 , 0.159228 , 0.662927
11 , 28 , mapped-by-core , 2048 x 2048 , 0.010638 , 2.5034e-05 , 0.006567 , 0.0172338
11 , 29 , mapped-by-core , 2048 x 2048 , 0.009619 , 2.5034e-05 , 0.00722384 , 0.01687
39 , 25 , mapped-by-core , 2048 x 2048 , 0.307687 , 9.29832e-05 , 0.20678 , 0.514564
11 , 30 , mapped-by-core , 2048 x 2048 , 0.00956488 , 2.5034e-05 , 0.00715399 , 0.016746
11 , 31 , mapped-by-core , 2048 x 2048 , 0.00975585 , 2.5034e-05 , 0.00696492 , 0.016748
39 , 26 , mapped-by-core , 2048 x 2048 , 0.230602 , 8.29697e-05 , 0.191843 , 0.422533
11 , 32 , mapped-by-core , 2048 x 2048 , 0.0109811 , 2.7895e-05 , 0.00743198 , 0.0184429
39 , 27 , mapped-by-core , 2048 x 2048 , 0.253261 , 8.29697e-05 , 0.21159 , 0.464939
12 , 1 , mapped-by-core , 2048 x 2048 , 0.00984001 , 2.59876e-05 , 0.00712609 , 0.016995
12 , 2 , mapped-by-core , 2048 x 2048 , 0.0105491 , 4.00543e-05 , 0.00755 , 0.018141
39 , 28 , mapped-by-core , 2048 x 2048 , 0.290133 , 9.01222e-05 , 0.207668 , 0.497896
12 , 3 , mapped-by-core , 2048 x 2048 , 0.010329 , 2.69413e-05 , 0.00732493 , 0.017684
12 , 4 , mapped-by-core , 2048 x 2048 , 0.0103021 , 2.69413e-05 , 0.00747013 , 0.017802
39 , 29 , mapped-by-core , 2048 x 2048 , 0.292914 , 9.20296e-05 , 0.266935 , 0.559947
12 , 5 , mapped-by-core , 2048 x 2048 , 0.0102389 , 2.59876e-05 , 0.0073061 , 0.017575
12 , 6 , mapped-by-core , 2048 x 2048 , 0.0131111 , 2.7895e-05 , 0.00732613 , 0.020467
39 , 30 , mapped-by-core , 2048 x 2048 , 0.255583 , 0.0183411 , 0.237403 , 0.511333
12 , 7 , mapped-by-core , 2048 x 2048 , 0.0100598 , 2.81334e-05 , 0.00759792 , 0.017688
12 , 8 , mapped-by-core , 2048 x 2048 , 0.0107801 , 3.19481e-05 , 0.00734711 , 0.018162
39 , 31 , mapped-by-core , 2048 x 2048 , 0.433724 , 9.01222e-05 , 0.239255 , 0.673072
12 , 9 , mapped-by-core , 2048 x 2048 , 0.010534 , 2.7895e-05 , 0.00701094 , 0.017576
12 , 10 , mapped-by-core , 2048 x 2048 , 0.010052 , 2.7895e-05 , 0.00696611 , 0.01705
39 , 32 , mapped-by-core , 2048 x 2048 , 0.315949 , 8.89301e-05 , 0.256956 , 0.572997
12 , 11 , mapped-by-core , 2048 x 2048 , 0.0103879 , 2.81334e-05 , 0.00734401 , 0.0177641
39 , 1 , mapped-by-core , 2048 x 2048 , 0.049175 , 9.39369e-05 , 0.0625939 , 0.111868
12 , 12 , mapped-by-core , 2048 x 2048 , 0.00989699 , 2.69413e-05 , 0.00705314 , 0.0169799
12 , 13 , mapped-by-core , 2048 x 2048 , 0.00974703 , 2.71797e-05 , 0.00706387 , 0.0168428
39 , 2 , mapped-by-core , 2048 x 2048 , 0.0487971 , 8.4877e-05 , 0.078229 , 0.127115
12 , 14 , mapped-by-core , 2048 x 2048 , 0.0109231 , 2.69413e-05 , 0.00701404 , 0.017967
39 , 3 , mapped-by-core , 2048 x 2048 , 0.200623 , 9.799e-05 , 0.180272 , 0.380997
12 , 15 , mapped-by-core , 2048 x 2048 , 0.0105391 , 2.69413e-05 , 0.00714707 , 0.0177169
12 , 16 , mapped-by-core , 2048 x 2048 , 0.010591 , 2.71797e-05 , 0.00729299 , 0.017915
39 , 4 , mapped-by-core , 2048 x 2048 , 0.080745 , 9.70364e-05 , 0.0700259 , 0.150873
12 , 17 , mapped-by-core , 2048 x 2048 , 0.0107439 , 2.81334e-05 , 0.00738978 , 0.0181649
39 , 5 , mapped-by-core , 2048 x 2048 , 0.216667 , 0.011878 , 0.0723789 , 0.300928
12 , 18 , mapped-by-core , 2048 x 2048 , 0.010792 , 2.90871e-05 , 0.00740504 , 0.01823
12 , 19 , mapped-by-core , 2048 x 2048 , 0.0111001 , 3.19481e-05 , 0.00749183 , 0.0186269
39 , 6 , mapped-by-core , 2048 x 2048 , 0.0848501 , 8.58307e-05 , 0.077059 , 0.162
12 , 20 , mapped-by-core , 2048 x 2048 , 0.010721 , 2.81334e-05 , 0.00760794 , 0.0183599
12 , 21 , mapped-by-core , 2048 x 2048 , 0.0111599 , 2.81334e-05 , 0.00722289 , 0.018414
39 , 7 , mapped-by-core , 2048 x 2048 , 0.108551 , 0.000102043 , 0.256085 , 0.364743
12 , 22 , mapped-by-core , 2048 x 2048 , 0.0098989 , 2.7895e-05 , 0.00719595 , 0.0171261
39 , 8 , mapped-by-core , 2048 x 2048 , 0.137389 , 0.00944495 , 0.0845621 , 0.231401
12 , 23 , mapped-by-core , 2048 x 2048 , 0.0111949 , 2.81334e-05 , 0.00756192 , 0.0187871
12 , 24 , mapped-by-core , 2048 x 2048 , 0.0106199 , 2.90871e-05 , 0.00714493 , 0.017797
39 , 9 , mapped-by-core , 2048 x 2048 , 0.112274 , 8.51154e-05 , 0.096015 , 0.208378
12 , 25 , mapped-by-core , 2048 x 2048 , 0.0101969 , 2.81334e-05 , 0.007581 , 0.0178082
12 , 26 , mapped-by-core , 2048 x 2048 , 0.0106771 , 2.7895e-05 , 0.00738502 , 0.0180929
39 , 10 , mapped-by-core , 2048 x 2048 , 0.408284 , 8.39233e-05 , 0.173663 , 0.582036
12 , 27 , mapped-by-core , 2048 x 2048 , 0.0106452 , 2.7895e-05 , 0.00721598 , 0.0178928
12 , 28 , mapped-by-core , 2048 x 2048 , 0.0113609 , 2.81334e-05 , 0.00745296 , 0.0188451
39 , 11 , mapped-by-core , 2048 x 2048 , 0.119777 , 8.60691e-05 , 0.271756 , 0.391624
12 , 29 , mapped-by-core , 2048 x 2048 , 0.01143 , 2.7895e-05 , 0.00714302 , 0.018604
39 , 12 , mapped-by-core , 2048 x 2048 , 0.155178 , 0.03001 , 0.127206 , 0.312397
12 , 30 , mapped-by-core , 2048 x 2048 , 0.0106781 , 2.90871e-05 , 0.00754189 , 0.0182528
12 , 31 , mapped-by-core , 2048 x 2048 , 0.010735 , 3.40939e-05 , 0.00713301 , 0.017905
39 , 13 , mapped-by-core , 2048 x 2048 , 0.180819 , 8.70228e-05 , 0.119 , 0.299911
12 , 32 , mapped-by-core , 2048 x 2048 , 0.010704 , 2.81334e-05 , 0.00752282 , 0.0182569
12 , 1 , mapped-by-core , 2048 x 2048 , 0.011411 , 2.71797e-05 , 0.00710392 , 0.0185459
39 , 14 , mapped-by-core , 2048 x 2048 , 0.180958 , 8.70228e-05 , 0.144482 , 0.325531
12 , 2 , mapped-by-core , 2048 x 2048 , 0.010612 , 3.50475e-05 , 0.00699019 , 0.0176411
39 , 15 , mapped-by-core , 2048 x 2048 , 0.158687 , 8.51154e-05 , 0.313771 , 0.472548
12 , 3 , mapped-by-core , 2048 x 2048 , 0.0103509 , 2.69413e-05 , 0.00703001 , 0.0174122
12 , 4 , mapped-by-core , 2048 x 2048 , 0.00957894 , 2.69413e-05 , 0.00708699 , 0.0166969
39 , 16 , mapped-by-core , 2048 x 2048 , 0.241593 , 8.70228e-05 , 0.132125 , 0.373809
12 , 5 , mapped-by-core , 2048 x 2048 , 0.0100651 , 2.69413e-05 , 0.00744796 , 0.0175431
12 , 6 , mapped-by-core , 2048 x 2048 , 0.00896287 , 2.69413e-05 , 0.00734711 , 0.01634
39 , 17 , mapped-by-core , 2048 x 2048 , 0.158887 , 0.0140421 , 0.138537 , 0.31147
12 , 7 , mapped-by-core , 2048 x 2048 , 0.00920606 , 2.59876e-05 , 0.00712705 , 0.016362
12 , 8 , mapped-by-core , 2048 x 2048 , 0.010323 , 2.90871e-05 , 0.0070498 , 0.0174038
39 , 18 , mapped-by-core , 2048 x 2048 , 0.223076 , 8.70228e-05 , 0.165931 , 0.389097
12 , 9 , mapped-by-core , 2048 x 2048 , 0.0104771 , 2.7895e-05 , 0.00703812 , 0.017545
39 , 19 , mapped-by-core , 2048 x 2048 , 0.199219 , 8.41618e-05 , 0.153219 , 0.352526
12 , 10 , mapped-by-core , 2048 x 2048 , 0.0105221 , 2.7895e-05 , 0.00727415 , 0.017827
12 , 11 , mapped-by-core , 2048 x 2048 , 0.010818 , 2.69413e-05 , 0.00721216 , 0.0180631
39 , 20 , mapped-by-core , 2048 x 2048 , 0.248317 , 8.98838e-05 , 0.213959 , 0.462369
12 , 12 , mapped-by-core , 2048 x 2048 , 0.01004 , 2.59876e-05 , 0.00701809 , 0.017087
12 , 13 , mapped-by-core , 2048 x 2048 , 0.010309 , 2.6226e-05 , 0.00700283 , 0.0173399
39 , 21 , mapped-by-core , 2048 x 2048 , 0.279862 , 8.79765e-05 , 0.181983 , 0.461936
12 , 14 , mapped-by-core , 2048 x 2048 , 0.00937891 , 2.59876e-05 , 0.00704288 , 0.0164521
12 , 15 , mapped-by-core , 2048 x 2048 , 0.0100729 , 2.69413e-05 , 0.00731206 , 0.0174139
39 , 22 , mapped-by-core , 2048 x 2048 , 0.245086 , 8.98838e-05 , 0.197589 , 0.442768
12 , 16 , mapped-by-core , 2048 x 2048 , 0.01033 , 2.7895e-05 , 0.00711513 , 0.017477
12 , 17 , mapped-by-core , 2048 x 2048 , 0.010745 , 2.7895e-05 , 0.00744796 , 0.0182252
39 , 23 , mapped-by-core , 2048 x 2048 , 0.282155 , 9.60827e-05 , 0.295165 , 0.577419
12 , 18 , mapped-by-core , 2048 x 2048 , 0.0106611 , 2.7895e-05 , 0.00703502 , 0.0177269
12 , 19 , mapped-by-core , 2048 x 2048 , 0.009969 , 2.88486e-05 , 0.00740314 , 0.0174041
39 , 24 , mapped-by-core , 2048 x 2048 , 0.217666 , 8.70228e-05 , 0.184716 , 0.402473
12 , 20 , mapped-by-core , 2048 x 2048 , 0.010792 , 2.7895e-05 , 0.00743103 , 0.018254
12 , 21 , mapped-by-core , 2048 x 2048 , 0.0103979 , 2.7895e-05 , 0.00718498 , 0.0176139
39 , 25 , mapped-by-core , 2048 x 2048 , 0.399467 , 9.799e-05 , 0.212606 , 0.612176
12 , 22 , mapped-by-core , 2048 x 2048 , 0.010114 , 2.69413e-05 , 0.00775623 , 0.017899
12 , 23 , mapped-by-core , 2048 x 2048 , 0.010504 , 2.7895e-05 , 0.00742316 , 0.017957
39 , 26 , mapped-by-core , 2048 x 2048 , 0.284191 , 6.50883e-05 , 0.186926 , 0.471185
12 , 24 , mapped-by-core , 2048 x 2048 , 0.0102789 , 2.81334e-05 , 0.00785398 , 0.0181642
12 , 25 , mapped-by-core , 2048 x 2048 , 0.0108352 , 3.29018e-05 , 0.00742292 , 0.018295
39 , 27 , mapped-by-core , 2048 x 2048 , 0.244147 , 8.10623e-05 , 0.275311 , 0.519542
12 , 26 , mapped-by-core , 2048 x 2048 , 0.010586 , 3.29018e-05 , 0.00730801 , 0.0179291
12 , 27 , mapped-by-core , 2048 x 2048 , 0.011003 , 3.40939e-05 , 0.00726485 , 0.0183039
39 , 28 , mapped-by-core , 2048 x 2048 , 0.354563 , 9.20296e-05 , 0.239885 , 0.594543
12 , 28 , mapped-by-core , 2048 x 2048 , 0.0112939 , 2.81334e-05 , 0.00721407 , 0.0185392
12 , 29 , mapped-by-core , 2048 x 2048 , 0.0114069 , 3.50475e-05 , 0.00713015 , 0.018574
39 , 29 , mapped-by-core , 2048 x 2048 , 0.258245 , 9.20296e-05 , 0.225649 , 0.483989
12 , 30 , mapped-by-core , 2048 x 2048 , 0.011179 , 2.7895e-05 , 0.00755 , 0.01876
12 , 31 , mapped-by-core , 2048 x 2048 , 0.0107799 , 3.21865e-05 , 0.00749803 , 0.0183141
39 , 30 , mapped-by-core , 2048 x 2048 , 0.305734 , 9.39369e-05 , 0.247757 , 0.553589
12 , 32 , mapped-by-core , 2048 x 2048 , 0.0114629 , 2.90871e-05 , 0.00747108 , 0.0189672
12 , 1 , mapped-by-core , 2048 x 2048 , 0.010545 , 3.00407e-05 , 0.00743794 , 0.0180159
39 , 31 , mapped-by-core , 2048 x 2048 , 0.294459 , 9.20296e-05 , 0.24222 , 0.536775
12 , 2 , mapped-by-core , 2048 x 2048 , 0.0102589 , 4.00543e-05 , 0.00731397 , 0.0176172
12 , 3 , mapped-by-core , 2048 x 2048 , 0.0099628 , 2.81334e-05 , 0.00734186 , 0.017338
39 , 32 , mapped-by-core , 2048 x 2048 , 0.288709 , 8.10623e-05 , 0.431774 , 0.720569
12 , 4 , mapped-by-core , 2048 x 2048 , 0.00985694 , 3.09944e-05 , 0.00763011 , 0.0175211
12 , 5 , mapped-by-core , 2048 x 2048 , 0.0102291 , 2.69413e-05 , 0.00717306 , 0.0174329
39 , 1 , mapped-by-core , 2048 x 2048 , 0.396115 , 9.20296e-05 , 0.296078 , 0.69229
12 , 6 , mapped-by-core , 2048 x 2048 , 0.0103421 , 2.69413e-05 , 0.00734091 , 0.0177128
39 , 2 , mapped-by-core , 2048 x 2048 , 0.0803649 , 8.60691e-05 , 0.0588291 , 0.139283
12 , 7 , mapped-by-core , 2048 x 2048 , 0.010735 , 2.81334e-05 , 0.00732398 , 0.01809
12 , 8 , mapped-by-core , 2048 x 2048 , 0.0104959 , 2.69413e-05 , 0.00736594 , 0.017894
39 , 3 , mapped-by-core , 2048 x 2048 , 0.084172 , 8.2016e-05 , 0.0691419 , 0.153399
12 , 9 , mapped-by-core , 2048 x 2048 , 0.00990915 , 2.69413e-05 , 0.00707412 , 0.017015
39 , 4 , mapped-by-core , 2048 x 2048 , 0.13007 , 8.10623e-05 , 0.0628572 , 0.193012
12 , 10 , mapped-by-core , 2048 x 2048 , 0.00968218 , 2.7895e-05 , 0.00729704 , 0.017009
12 , 11 , mapped-by-core , 2048 x 2048 , 0.010201 , 2.81334e-05 , 0.00700998 , 0.017242
39 , 5 , mapped-by-core , 2048 x 2048 , 0.108806 , 0.031455 , 0.121371 , 0.261635
12 , 12 , mapped-by-core , 2048 x 2048 , 0.0100441 , 2.69413e-05 , 0.00734591 , 0.017421
39 , 6 , mapped-by-core , 2048 x 2048 , 0.134594 , 8.79765e-05 , 0.0918112 , 0.226496
12 , 13 , mapped-by-core , 2048 x 2048 , 0.010499 , 2.71797e-05 , 0.00705695 , 0.0175869
12 , 14 , mapped-by-core , 2048 x 2048 , 0.010566 , 2.71797e-05 , 0.00748992 , 0.0180869
39 , 7 , mapped-by-core , 2048 x 2048 , 0.094805 , 8.89301e-05 , 0.0864139 , 0.181312
12 , 15 , mapped-by-core , 2048 x 2048 , 0.0109329 , 2.90871e-05 , 0.00741005 , 0.0183742
39 , 8 , mapped-by-core , 2048 x 2048 , 0.121629 , 8.4877e-05 , 0.086627 , 0.208345
12 , 16 , mapped-by-core , 2048 x 2048 , 0.00988793 , 3.40939e-05 , 0.00740385 , 0.017329
