65 , mapped-by-core , 4096 x 4096 , 0.444239 , 9.39369e-05 , 0.61603 , 1.06036
83 , mapped-by-core , 4096 x 4096 , 0.448158 , 9.91821e-05 , 0.59298 , 1.04124
83 , mapped-by-core , 4096 x 4096 , 0.473059 , 9.98974e-05 , 0.52545 , 0.99861
83 , mapped-by-core , 4096 x 4096 , 0.450063 , 9.98974e-05 , 0.572613 , 1.02278
84 , mapped-by-core , 4096 x 4096 , 0.524025 , 9.5129e-05 , 0.803083 , 1.3272
84 , mapped-by-core , 4096 x 4096 , 0.452569 , 9.89437e-05 , 0.631637 , 1.08431
84 , mapped-by-core , 4096 x 4096 , 0.513389 , 0.000100136 , 0.538562 , 1.05205
84 , mapped-by-core , 4096 x 4096 , 0.559501 , 0.000101089 , 0.591786 , 1.15139
84 , mapped-by-core , 4096 x 4096 , 0.437915 , 0.000108004 , 0.607168 , 1.04519
85 , mapped-by-core , 4096 x 4096 , 0.444079 , 0.000101805 , 0.554024 , 0.998206
85 , mapped-by-core , 4096 x 4096 , 0.490122 , 0.00010705 , 0.700161 , 1.19039
85 , mapped-by-core , 4096 x 4096 , 0.460356 , 9.799e-05 , 0.737055 , 1.19751
85 , mapped-by-core , 4096 x 4096 , 0.404548 , 0.00010705 , 0.581605 , 0.98626
85 , mapped-by-core , 4096 x 4096 , 0.413903 , 9.89437e-05 , 0.579212 , 0.993214
86 , mapped-by-core , 4096 x 4096 , 0.792269 , 9.91821e-05 , 0.575721 , 1.36809
86 , mapped-by-core , 4096 x 4096 , 0.769978 , 9.70364e-05 , 0.880315 , 1.65039
86 , mapped-by-core , 4096 x 4096 , 0.410525 , 0.000108004 , 0.817173 , 1.22781
86 , mapped-by-core , 4096 x 4096 , 0.402785 , 0.000101089 , 0.765082 , 1.16797
86 , mapped-by-core , 4096 x 4096 , 0.956159 , 0.000102043 , 0.780905 , 1.73717
87 , mapped-by-core , 4096 x 4096 , 0.448148 , 9.799e-05 , 0.627067 , 1.07531
87 , mapped-by-core , 4096 x 4096 , 0.479156 , 0.000105858 , 0.590977 , 1.07024
87 , mapped-by-core , 4096 x 4096 , 0.439721 , 0.000101805 , 0.534917 , 0.974742
87 , mapped-by-core , 4096 x 4096 , 0.494478 , 9.89437e-05 , 0.790357 , 1.28493
87 , mapped-by-core , 4096 x 4096 , 0.450147 , 0.000102997 , 0.597222 , 1.04747
88 , mapped-by-core , 4096 x 4096 , 0.446478 , 0.000103951 , 0.579836 , 1.02642
88 , mapped-by-core , 4096 x 4096 , 0.409698 , 0.000101805 , 0.5972 , 1.007
88 , mapped-by-core , 4096 x 4096 , 0.406661 , 0.000102043 , 0.595471 , 1.00224
88 , mapped-by-core , 4096 x 4096 , 0.458561 , 9.89437e-05 , 0.57023 , 1.02889
88 , mapped-by-core , 4096 x 4096 , 0.410815 , 0.000103951 , 0.538977 , 0.949898
89 , mapped-by-core , 4096 x 4096 , 0.867297 , 0.000102997 , 0.864453 , 1.73185
89 , mapped-by-core , 4096 x 4096 , 0.45443 , 9.89437e-05 , 0.680718 , 1.13525
89 , mapped-by-core , 4096 x 4096 , 0.488449 , 0.000105143 , 0.589611 , 1.07817
89 , mapped-by-core , 4096 x 4096 , 0.502247 , 0.000102043 , 0.597895 , 1.10025
89 , mapped-by-core , 4096 x 4096 , 0.6259 , 0.000102043 , 0.652234 , 1.27824
90 , mapped-by-core , 4096 x 4096 , 0.708884 , 8.2016e-05 , 0.620245 , 1.32921
90 , mapped-by-core , 4096 x 4096 , 0.455743 , 0.000102043 , 0.608177 , 1.06402
90 , mapped-by-core , 4096 x 4096 , 0.415545 , 7.70092e-05 , 0.781354 , 1.19698
90 , mapped-by-core , 4096 x 4096 , 0.420967 , 0.000102997 , 0.609646 , 1.03072
90 , mapped-by-core , 4096 x 4096 , 0.427049 , 0.000106096 , 0.610681 , 1.03784
91 , mapped-by-core , 4096 x 4096 , 0.684728 , 9.39369e-05 , 0.92674 , 1.61156
91 , mapped-by-core , 4096 x 4096 , 0.477947 , 0.000102043 , 0.685348 , 1.1634
91 , mapped-by-core , 4096 x 4096 , 0.449077 , 0.000100851 , 0.594363 , 1.04354
91 , mapped-by-core , 4096 x 4096 , 0.566994 , 9.98974e-05 , 0.884081 , 1.45118
91 , mapped-by-core , 4096 x 4096 , 0.702305 , 0.000103951 , 0.567299 , 1.26971
92 , mapped-by-core , 4096 x 4096 , 0.480316 , 0.000102997 , 0.570251 , 1.05067
92 , mapped-by-core , 4096 x 4096 , 0.511653 , 0.000102043 , 0.604809 , 1.11657
92 , mapped-by-core , 4096 x 4096 , 0.435349 , 9.91821e-05 , 0.557839 , 0.993287
92 , mapped-by-core , 4096 x 4096 , 0.457281 , 9.799e-05 , 0.632846 , 1.09023
92 , mapped-by-core , 4096 x 4096 , 0.448415 , 0.000101089 , 0.651708 , 1.10022
93 , mapped-by-core , 4096 x 4096 , 0.506118 , 0.000106096 , 0.613231 , 1.11946
93 , mapped-by-core , 4096 x 4096 , 0.580805 , 9.89437e-05 , 0.620051 , 1.20096
93 , mapped-by-core , 4096 x 4096 , 0.745164 , 9.60827e-05 , 0.811916 , 1.55718
93 , mapped-by-core , 4096 x 4096 , 0.741953 , 0.000103951 , 0.754016 , 1.49607
93 , mapped-by-core , 4096 x 4096 , 0.537402 , 9.70364e-05 , 0.68623 , 1.22373
94 , mapped-by-core , 4096 x 4096 , 0.654338 , 0.000108957 , 0.607504 , 1.26195
94 , mapped-by-core , 4096 x 4096 , 0.565594 , 0.00010705 , 0.8287 , 1.3944
94 , mapped-by-core , 4096 x 4096 , 0.636151 , 0.000108957 , 0.607237 , 1.2435
94 , mapped-by-core , 4096 x 4096 , 0.459257 , 0.000104904 , 0.622564 , 1.08193
94 , mapped-by-core , 4096 x 4096 , 0.511494 , 0.000103951 , 0.613046 , 1.12464
95 , mapped-by-core , 4096 x 4096 , 0.466637 , 0.000104904 , 0.604674 , 1.07142
95 , mapped-by-core , 4096 x 4096 , 0.508051 , 9.89437e-05 , 0.61676 , 1.12491
95 , mapped-by-core , 4096 x 4096 , 0.606074 , 8.01086e-05 , 0.653585 , 1.25974
95 , mapped-by-core , 4096 x 4096 , 0.79303 , 0.000100136 , 0.628317 , 1.42145
95 , mapped-by-core , 4096 x 4096 , 0.832288 , 0.000101089 , 0.76305 , 1.59544
96 , mapped-by-core , 4096 x 4096 , 0.512158 , 0.000104189 , 0.601833 , 1.11409
96 , mapped-by-core , 4096 x 4096 , 0.482346 , 0.000102997 , 0.633377 , 1.11583
96 , mapped-by-core , 4096 x 4096 , 0.698581 , 0.000102997 , 0.67721 , 1.37589
96 , mapped-by-core , 4096 x 4096 , 0.444244 , 9.98974e-05 , 0.648399 , 1.09274
96 , mapped-by-core , 4096 x 4096 , 0.495426 , 0.000102997 , 0.85001 , 1.34554
